Date,Watch time (hours)
2021-02-26,2.2818
2021-02-27,1.2344
2021-02-28,0.7694
2021-03-01,0.6329
2021-03-02,0.7929
2021-03-03,0.3702
2021-03-04,0.7752
2021-03-05,0.685
2021-03-06,0.4063
2021-03-07,0.7119
2021-03-08,0.4014
2021-03-09,0.4131
2021-03-10,0.384
2021-03-11,0.3594
2021-03-12,0.2988
2021-03-13,0.5131
2021-03-14,0.4236
2021-03-15,0.607
2021-03-16,0.784
2021-03-17,0.2289
2021-03-18,0.1699
2021-03-19,0.5554
2021-03-20,0.7073
2021-03-21,0.6335
2021-03-22,0.9664
2021-03-23,0.5097
2021-03-24,0.543
2021-03-25,0.5608
2021-03-26,0.7047
2021-03-27,0.9698
2021-03-28,0.943
2021-03-29,0.6448
2021-03-30,1.0107
2021-03-31,0.7644
2021-04-01,0.7363
2021-04-02,1.1643
2021-04-03,1.1414
2021-04-04,0.6879
2021-04-05,0.5267
2021-04-06,0.363
2021-04-07,0.5178
2021-04-08,0.5853
2021-04-09,0.7352
2021-04-10,0.6766
2021-04-11,0.6341
2021-04-12,0.4785
2021-04-13,0.6734
2021-04-14,0.4281
2021-04-15,0.3126
2021-04-16,7.2983
2021-04-17,2.8649
2021-04-18,0.8953
2021-04-19,0.5879
2021-04-20,0.6481
2021-04-21,0.6721
2021-04-22,0.3497
2021-04-23,0.301
2021-04-24,0.5852
2021-04-25,0.3798
2021-04-26,0.4692
2021-04-27,1.1407
2021-04-28,0.5196
2021-04-29,0.4184
2021-04-30,0.2452
2021-05-01,0.5366
2021-05-02,0.5708
2021-05-03,0.6455
2021-05-04,0.5276
2021-05-05,0.5389
2021-05-06,0.3453
2021-05-07,0.4702
2021-05-08,0.3916
2021-05-09,0.4953
2021-05-10,0.3537
2021-05-11,0.4374
2021-05-12,0.8112
2021-05-13,0.3994
2021-05-14,0.364
2021-05-15,0.6884
2021-05-16,0.2034
2021-05-17,0.3981
2021-05-18,0.2105
2021-05-19,0.4809
2021-05-20,0.5648
2021-05-21,0.427
2021-05-22,0.6243
2021-05-23,0.5085
2021-05-24,0.4974
2021-05-25,0.6606
2021-05-26,0.5008
2021-05-27,0.2647
2021-05-28,0.4461
2021-05-29,0.2184
2021-05-30,1.098
2021-05-31,0.3755
2021-06-01,0.2597
2021-06-02,0.5926
2021-06-03,0.4273
2021-06-04,0.8102
2021-06-05,0.3893
2021-06-06,0.2147
2021-06-07,0.3258
2021-06-08,0.3316
2021-06-09,0.4747
2021-06-10,0.1043
2021-06-11,0.2339
2021-06-12,0.6149
2021-06-13,0.418
2021-06-14,0.6098
2021-06-15,0.3676
2021-06-16,0.5843
2021-06-17,0.2155
2021-06-18,0.2389
2021-06-19,0.388
2021-06-20,0.1434
2021-06-21,0.3776
2021-06-22,0.5097
2021-06-23,0.5274
2021-06-24,0.4051
2021-06-25,0.2379
2021-06-26,0.7294
2021-06-27,0.6084
2021-06-28,0.5344
2021-06-29,0.9183
2021-06-30,0.5349
2021-07-01,0.156
2021-07-02,0.285
2021-07-03,0.6564
2021-07-04,0.8873
2021-07-05,0.3202
2021-07-06,0.263
2021-07-07,0.376
2021-07-08,0.9566
2021-07-09,4.4043
2021-07-10,1.1039
2021-07-11,0.5513
2021-07-12,0.8066
2021-07-13,1.0519
2021-07-14,0.608
2021-07-15,0.6007
2021-07-16,0.6494
2021-07-17,0.4712
2021-07-18,0.7154
2021-07-19,0.5871
2021-07-20,0.396
2021-07-21,0.4797
2021-07-22,0.7079
2021-07-23,0.3375
2021-07-24,0.4722
2021-07-25,0.6275
2021-07-26,0.2992
2021-07-27,0.3337
2021-07-28,0.1817
2021-07-29,0.4542
2021-07-30,0.5837
2021-07-31,0.0849
2021-08-01,0.3899
2021-08-02,0.3129
2021-08-03,0.6071
2021-08-04,0.2679
2021-08-05,0.2193
2021-08-06,0.4962
2021-08-07,0.2911
2021-08-08,0.6732
2021-08-09,0.2554
2021-08-10,0.1686
2021-08-11,0.1623
2021-08-12,0.3403
2021-08-13,0.5078
2021-08-14,0.5165
2021-08-15,0.698
2021-08-16,0.3088
2021-08-17,1.1698
2021-08-18,0.1221
2021-08-19,0.1884
2021-08-20,0.2214
2021-08-21,0.6105
2021-08-22,0.1761
2021-08-23,0.2781
2021-08-24,0.5771
2021-08-25,0.2581
2021-08-26,0.4093
2021-08-27,0.178
2021-08-28,0.348
2021-08-29,0.2595
2021-08-30,0.4999
2021-08-31,0.2208
2021-09-01,0.1597
2021-09-02,0.3021
2021-09-03,0.1269
2021-09-04,0.1824
2021-09-05,0.2714
2021-09-06,0.4471
2021-09-07,0.4563
2021-09-08,0.1036
2021-09-09,0.2019
2021-09-10,0.3099
2021-09-11,0.4611
2021-09-12,0.0883
2021-09-13,0.2671
2021-09-14,0.3033
2021-09-15,0.1909
2021-09-16,0.1028
2021-09-17,0.1217
2021-09-18,0.2897
2021-09-19,0.553
2021-09-20,0.397
2021-09-21,0.0532
2021-09-22,0.4043
2021-09-23,0.2069
2021-09-24,0.2441
2021-09-25,0.3255
2021-09-26,0.3628
2021-09-27,0.2374
2021-09-28,0.13
2021-09-29,0.1721
2021-09-30,0.254
2021-10-01,0.6751
2021-10-02,0.6216
2021-10-03,0.7879
2021-10-04,0.1651
2021-10-05,0.2805
2021-10-06,0.2512
2021-10-07,0.3154
2021-10-08,0.3932
2021-10-09,0.4847
2021-10-10,0.1586
2021-10-11,0.0716
2021-10-12,0.1775
2021-10-13,0.33
2021-10-14,0.1904
2021-10-15,0.0716
2021-10-16,0.2267
2021-10-17,0.1726
2021-10-18,0.1902
2021-10-19,0.3975
2021-10-20,0.3949
2021-10-21,0.0374
2021-10-22,0.1721
2021-10-23,0.1964
2021-10-24,0.3155
2021-10-25,0.4292
2021-10-26,0.3782
2021-10-27,0.223
2021-10-28,0.4557
2021-10-29,0.5118
2021-10-30,0.3598
2021-10-31,0.1104
2021-11-01,0.1366
2021-11-02,0.045
2021-11-03,0.3213
2021-11-04,0.2943
2021-11-05,0.2627
2021-11-06,0.1746
2021-11-07,0.3548
2021-11-08,0.0917
2021-11-09,0.1534
2021-11-10,0.1814
2021-11-11,0.1084
2021-11-12,0.2238
2021-11-13,0.1203
2021-11-14,0.2115
2021-11-15,0.124
2021-11-16,0.1429
2021-11-17,0.0701
2021-11-18,0.3349
2021-11-19,0.1791
2021-11-20,0.4488
2021-11-21,0.5899
2021-11-22,0.1936
2021-11-23,0.1027
2021-11-24,0.1627
2021-11-25,0.1237
2021-11-26,0.3198
2021-11-27,0.4029
2021-11-28,0.365
2021-11-29,0.1135
2021-11-30,0.1947
2021-12-01,0.2977
2021-12-02,0.446
2021-12-03,0.3011
2021-12-04,0.405
2021-12-05,0.4798
2021-12-06,0.1265
2021-12-07,0.4326
2021-12-08,0.562
2021-12-09,0.2566
2021-12-10,0.2001
2021-12-11,0.3343
2021-12-12,0.2586
2021-12-13,0.1098
2021-12-14,0.2147
2021-12-15,0.3303
2021-12-16,0.2457
2021-12-17,0.1298
2021-12-18,0.2458
2021-12-19,0.3231
2021-12-20,0.3297
2021-12-21,0.6234
2021-12-22,0.2976
2021-12-23,0.541
2021-12-24,0.2675
2021-12-25,0.2361
2021-12-26,0.2414
2021-12-27,0.2265
2021-12-28,0.2572
2021-12-29,0.1369
2021-12-30,0.4508
2021-12-31,0.2465
2022-01-01,0.4024
2022-01-02,0.7711
2022-01-03,0.5453
2022-01-04,0.5847
2022-01-05,0.6115
2022-01-06,0.1309
2022-01-07,0.5247
2022-01-08,0.4276
2022-01-09,0.7352
2022-01-10,2.221
2022-01-11,0.8826
2022-01-12,0.141
2022-01-13,0.2712
2022-01-14,0.3103
2022-01-15,0.3615
2022-01-16,0.1838
2022-01-17,0.1868
2022-01-18,0.3168
2022-01-19,0.3291
2022-01-20,0.32
2022-01-21,0.4938
2022-01-22,0.1971
2022-01-23,0.2183
2022-01-24,0.1822
2022-01-25,0.2974
2022-01-26,0.1308
2022-01-27,0.1981
2022-01-28,0.1617
2022-01-29,0.3945
2022-01-30,0.3676
2022-01-31,0.1803
2022-02-01,0.17
2022-02-02,0.1556
2022-02-03,0.1604
2022-02-04,0.3406
2022-02-05,0.1829
2022-02-06,0.3343
2022-02-07,0.114
2022-02-08,0.3445
2022-02-09,0.2251
2022-02-10,0.5602
2022-02-11,0.2077
2022-02-12,0.2651
2022-02-13,0.2146
2022-02-14,0.0956
2022-02-15,0.331
2022-02-16,0.0549
2022-02-17,0.0316
2022-02-18,0.1661
2022-02-19,0.3807
2022-02-20,0.4373
2022-02-21,0.1278
2022-02-22,0.024
2022-02-23,0.0659
2022-02-24,0.1804
2022-02-25,0.3694
2022-02-26,0.5216
2022-02-27,0.4301
2022-02-28,0.2521
2022-03-01,0.2064
2022-03-02,0.3228
2022-03-03,0.1967
2022-03-04,0.2173
2022-03-05,0.1654
2022-03-06,0.0353
2022-03-07,0.1165
2022-03-08,0.1896
2022-03-09,0.1069
2022-03-10,0.1475
2022-03-11,0.2235
2022-03-12,0.36
2022-03-13,0.3307
2022-03-14,0.2525
2022-03-15,0.3398
2022-03-16,0.284
2022-03-17,0.0579
2022-03-18,0.1543
2022-03-19,0.2013
2022-03-20,0.1823
2022-03-21,0.2362
2022-03-22,0.3423
2022-03-23,0.1842
2022-03-24,0.2805
2022-03-25,0.1304
2022-03-26,0.1137
2022-03-27,0.5111
2022-03-28,0.3989
2022-03-29,0.4288
2022-03-30,0.1134
2022-03-31,0.2635
2022-04-01,0.1943
2022-04-02,3.3845
2022-04-03,1.2151
2022-04-04,0.467
2022-04-05,0.4649
2022-04-06,0.2168
2022-04-07,0.3709
2022-04-08,0.2884
2022-04-09,0.2235
2022-04-10,0.2812
2022-04-11,0.0894
2022-04-12,0.1133
2022-04-13,0.1169
2022-04-14,0.2357
2022-04-15,0.1943
2022-04-16,0.3585
2022-04-17,0.1504
2022-04-18,0.4122
2022-04-19,0.339
2022-04-20,0.1678
2022-04-21,0.3397
2022-04-22,0.8468
2022-04-23,0.2137
2022-04-24,0.2407
2022-04-25,0.1921
2022-04-26,0.2304
2022-04-27,0.1789
2022-04-28,0.2292
2022-04-29,0.0878
2022-04-30,0.3058
2022-05-01,0.2322
2022-05-02,0.2484
2022-05-03,0.3053
2022-05-04,0.218
2022-05-05,0.4464
2022-05-06,0.4118
2022-05-07,0.1302
2022-05-08,0.4708
2022-05-09,0.1763
2022-05-10,0.0754
2022-05-11,0.2759
2022-05-12,0.0575
2022-05-13,0.2071
2022-05-14,0.3182
2022-05-15,0.2864
2022-05-16,0.3154
2022-05-17,0.0893
2022-05-18,0.04
2022-05-19,0.3907
2022-05-20,0.2131
2022-05-21,0.2095
2022-05-22,0.0994
2022-05-23,0.5772
2022-05-24,0.0335
2022-05-25,0.0056
2022-05-26,0.0799
2022-05-27,0.2539
2022-05-28,0.2198
2022-05-29,0.2725
2022-05-30,0.3141
2022-05-31,0.2605
2022-06-01,0.1792
2022-06-02,0.1501
2022-06-03,0.2807
2022-06-04,0.0793
2022-06-05,0.2376
2022-06-06,0.1154
2022-06-07,0.2478
2022-06-08,0.6459
2022-06-09,0.372
2022-06-10,0.1233
2022-06-11,0.3704
2022-06-12,0.2459
2022-06-13,0.1712
2022-06-14,0.2409
2022-06-15,0.1356
2022-06-16,0.2125
2022-06-17,0.2889
2022-06-18,0.4706
2022-06-19,0.3099
2022-06-20,0.1739
2022-06-21,0.1112
2022-06-22,0.1501
2022-06-23,0.1151
2022-06-24,0.7911
2022-06-25,0.2383
2022-06-26,0.2114
2022-06-27,0.4927
2022-06-28,0.5441
2022-06-29,0.1493
2022-06-30,0.0309
2022-07-01,0.1873
2022-07-02,0.2486
2022-07-03,0.1261
2022-07-04,0.0878
2022-07-05,0.1062
2022-07-06,0.0763
2022-07-07,0.1128
2022-07-08,0.1421
2022-07-09,0.1479
2022-07-10,0.0441
2022-07-11,0.4261
2022-07-12,0.0918
2022-07-13,0.0677
2022-07-14,0.0931
2022-07-15,0.0354
2022-07-16,0.1361
2022-07-17,0.0525
2022-07-18,0.0566
2022-07-19,0.1719
2022-07-20,0.353
2022-07-21,0.0589
2022-07-22,0.0709
2022-07-23,0.3462
2022-07-24,0.4723
2022-07-25,0.2295
2022-07-26,0.4493
2022-07-27,0.2352
2022-07-28,0.1253
2022-07-29,0.1015
2022-07-30,0.5063
2022-07-31,0.209
2022-08-01,0.4132
2022-08-02,0.2073
2022-08-03,0.2215
2022-08-04,0.0979
2022-08-05,0.0602
2022-08-06,0.1477
2022-08-07,0.2421
2022-08-08,0.0663
2022-08-09,0.1663
2022-08-10,0.2424
2022-08-11,0.1422
2022-08-12,0.0767
2022-08-13,0.0105
2022-08-14,0.183
2022-08-15,0.1818
2022-08-16,0.1195
2022-08-17,0.0943
2022-08-18,0.2944
2022-08-19,0.3326
2022-08-20,0.2705
2022-08-21,0.0508
2022-08-22,0.0746
2022-08-23,0.2482
2022-08-24,0.0708
2022-08-25,0.0333
2022-08-26,0.1998
2022-08-27,0.2197
2022-08-28,0.0866
2022-08-29,0.1972
2022-08-30,0.1962
2022-08-31,0.5275
2022-09-01,0.1622
2022-09-02,0.0954
2022-09-03,0.2426
2022-09-04,0.2943
2022-09-05,0.2229
2022-09-06,0.1416
2022-09-07,0.1884
2022-09-08,0.0373
2022-09-09,0.1017
2022-09-10,0.1142
2022-09-11,0.3215
2022-09-12,0.0989
2022-09-13,0.1716
2022-09-14,0.0453
2022-09-15,0.157
2022-09-16,0.1351
2022-09-17,0.1573
2022-09-18,0.0558
2022-09-19,0.1633
2022-09-20,0.099
2022-09-21,0.0507
2022-09-22,0.0953
2022-09-23,0.472
2022-09-24,0.5366
2022-09-25,0.2586
2022-09-26,0.1558
2022-09-27,0.0966
2022-09-28,0.0595
2022-09-29,0.0074
2022-09-30,0.0608
2022-10-01,0.1987
2022-10-02,0.2217
2022-10-03,0.217
2022-10-04,0.1683
2022-10-05,0.2925
2022-10-06,0.2167
2022-10-07,0.1952
2022-10-08,0.3658
2022-10-09,0.0114
2022-10-10,0.002
2022-10-11,0.4117
2022-10-12,0.0807
2022-10-13,0.4862
2022-10-14,0.0934
2022-10-15,0.3023
2022-10-16,0.1603
2022-10-17,0.0602
2022-10-18,0.064
2022-10-19,0.5567
2022-10-20,0.2306
2022-10-21,0.0718
2022-10-22,0.297
2022-10-23,0.4143
2022-10-24,0.4238
2022-10-25,0.1755
2022-10-26,0.534
2022-10-27,0.4743
2022-10-28,0.3443
2022-10-29,0.0928
2022-10-30,0.0517
2022-10-31,0.1827
2022-11-01,0.0976
2022-11-02,0.5422
2022-11-03,0.0537
2022-11-04,0.2022
2022-11-05,0.2802
2022-11-06,0.1552
2022-11-07,0.0431
2022-11-08,0.1301
2022-11-09,0.1599
2022-11-10,0.0511
2022-11-11,0.1091
2022-11-12,0.1285
2022-11-13,0.1124
2022-11-14,0.2798
2022-11-15,0.122
2022-11-16,0.0413
2022-11-17,0.2761
2022-11-18,0.0328
2022-11-19,0.2682
2022-11-20,0.311
2022-11-21,0.2033
2022-11-22,0.1356
2022-11-23,0.0754
2022-11-24,0.0559
2022-11-25,0.1126
2022-11-26,0.2653
2022-11-27,0.1077
2022-11-28,0.1342
2022-11-29,0.1421
2022-11-30,0.3104
2022-12-01,0.1279
2022-12-02,0.0175
2022-12-03,0.2644
2022-12-04,0.1547
2022-12-05,0.1613
2022-12-06,0.1359
2022-12-07,0.1668
2022-12-08,0.1878
2022-12-09,0.4086
2022-12-10,0.3079
2022-12-11,0.0673
2022-12-12,0.1981
2022-12-13,0.1261
2022-12-14,0.1206
2022-12-15,0.4926
2022-12-16,0.2219
2022-12-17,0.7282
2022-12-18,1.153
2022-12-19,0.1773
2022-12-20,0.5418
2022-12-21,0.2375
2022-12-22,6.04
2022-12-23,1.82
2022-12-24,2.8378
2022-12-25,1.0665
2022-12-26,0.5511
2022-12-27,1.1898
2022-12-28,0.7857
2022-12-29,0.3657
2022-12-30,0.7137
2022-12-31,0.5449
2023-01-01,0.5531
2023-01-02,0.2545
2023-01-03,0.2093
2023-01-04,0.5062
2023-01-05,0.5452
2023-01-06,0.3842
2023-01-07,0.4952
2023-01-08,0.3355
2023-01-09,0.5935
2023-01-10,0.1041
2023-01-11,0.2787
2023-01-12,0.1562
2023-01-13,0.3961
2023-01-14,0.4389
2023-01-15,0.7306
2023-01-16,0.3865
2023-01-17,0.1766
2023-01-18,0.3251
2023-01-19,0.2609
2023-01-20,0.2724
2023-01-21,0.4049
2023-01-22,0.3156
2023-01-23,0.3037
2023-01-24,0.1962
2023-01-25,0.1396
2023-01-26,0.232
2023-01-27,0.1752
2023-01-28,0.2303
2023-01-29,0.576
2023-01-30,0.1799
2023-01-31,0.0747
2023-02-01,0.1047
2023-02-02,0.0828
2023-02-03,0.1356
2023-02-04,0.3098
2023-02-05,0.1049
2023-02-06,0.1527
2023-02-07,0.0005
2023-02-08,0.1705
2023-02-09,0.1707
2023-02-10,0.2589
2023-02-11,0.2403
2023-02-12,0.113
2023-02-13,0.2004
2023-02-14,0.299
2023-02-15,0.4255
2023-02-16,0.2961
2023-02-17,0.2556
2023-02-18,0.4472
2023-02-19,0.5372
2023-02-20,0.4478
2023-02-21,0.3401
2023-02-22,0.248
2023-02-23,0.3343
2023-02-24,0.2777
2023-02-25,0.3683
2023-02-26,0.3599
2023-02-27,0.1268
2023-02-28,0.0123
2023-03-01,0.1366
2023-03-02,0.1996
2023-03-03,0.1925
2023-03-04,0.3953
2023-03-05,0.6436
2023-03-06,0.3398
2023-03-07,0.2151
2023-03-08,0.3404
2023-03-09,0.1107
2023-03-10,0.0607
2023-03-11,0.3516
2023-03-12,0.2381
2023-03-13,0.4401
2023-03-14,0.2497
2023-03-15,0.92
2023-03-16,0.5629
2023-03-17,0.6546
2023-03-18,0.7523
2023-03-19,1.069
2023-03-20,0.4425
2023-03-21,0.1545
2023-03-22,0.338
2023-03-23,0.6183
2023-03-24,0.4814
2023-03-25,0.5037
2023-03-26,0.8951
2023-03-27,0.7452
2023-03-28,0.1282
2023-03-29,0.167
2023-03-30,0.2841
2023-03-31,0.27
2023-04-01,0.5192
2023-04-02,0.0746
2023-04-03,0.2645
2023-04-04,0.2225
2023-04-05,0.2146
2023-04-06,0.4233
2023-04-07,0.2504
2023-04-08,0.0941
2023-04-09,0.1766
2023-04-10,0.3335
2023-04-11,0.1928
2023-04-12,0.5529
2023-04-13,0.129
2023-04-14,0.5199
2023-04-15,0.3054
2023-04-16,0.2532
2023-04-17,0.0737
2023-04-18,0.0661
2023-04-19,0.1173
2023-04-20,0.1953
2023-04-21,0.1136
2023-04-22,0.1422
2023-04-23,0.1254
2023-04-24,0.0106
2023-04-25,0.0459
2023-04-26,0.1864
2023-04-27,0.13
2023-04-28,0.0818
2023-04-29,0.3658
2023-04-30,0.6825
2023-05-01,0.1155
2023-05-02,0.0206
2023-05-03,0.094
2023-05-04,0.0657
2023-05-05,0.0291
2023-05-06,0.0976
2023-05-07,0.2508
2023-05-08,0.0548
2023-05-09,0.3279
2023-05-10,0.2157
2023-05-11,0.0851
2023-05-12,0.0459
2023-05-13,0.0391
2023-05-14,0.0781
2023-05-15,0.4461
2023-05-16,0.0586
2023-05-17,0.2226
2023-05-18,0.5205
2023-05-19,0.0804
2023-05-20,0.1542
2023-05-21,0.2782
2023-05-22,0.2312
2023-05-23,0.0534
2023-05-24,0.125
2023-05-25,0.1941
2023-05-26,0.1026
2023-05-27,0.3869
2023-05-28,0.0765
2023-05-29,0.0282
2023-05-30,0.0902
2023-05-31,0.1142
2023-06-01,0.2008
2023-06-02,0.083
2023-06-03,0.3101
2023-06-04,0.1605
2023-06-05,0.0557
2023-06-06,0.0518
2023-06-07,0.289
2023-06-08,0.0348
2023-06-09,0.0242
2023-06-10,0.0749
2023-06-11,0.0337
2023-06-12,0.2043
2023-06-13,0.1432
2023-06-14,0.0109
2023-06-15,0.2272
2023-06-16,0.086
2023-06-17,0.31
2023-06-18,0.2355
2023-06-19,0.0077
2023-06-20,0.0608
2023-06-21,0.0829
2023-06-22,0.4815
2023-06-23,0.1384
2023-06-24,0.0611
2023-06-25,0.0268
2023-06-26,0.2246
2023-06-27,0.2107
2023-06-28,0.0005
2023-06-29,0.0094
2023-06-30,0.193
2023-07-01,0.149
2023-07-02,0.2453
2023-07-03,0.0976
2023-07-04,0.2131
2023-07-05,0.2773
2023-07-06,0.0798
2023-07-07,0.0756
2023-07-08,0.0651
2023-07-09,0.0452
2023-07-10,0.2256
2023-07-11,0.0172
2023-07-12,0.0975
2023-07-13,0.0021
2023-07-14,0.0634
2023-07-15,0.0549
2023-07-16,0.0301
2023-07-17,0.0796
2023-07-18,0.2816
2023-07-19,0.2652
2023-07-20,0.0919
2023-07-21,0.0264
2023-07-22,0.0415
2023-07-23,0.0019
2023-07-24,0.1896
2023-07-25,0.0593
2023-07-26,0.142
2023-07-27,0.1324
2023-07-28,0.9652
2023-07-29,0.0182
2023-07-30,0.0291
2023-07-31,0.1406
2023-08-01,0.2019
2023-08-02,0.0264
2023-08-03,0.034
2023-08-04,0.271
2023-08-05,0.0171
2023-08-06,0.434
2023-08-07,0.0741
2023-08-08,0.1088
2023-08-09,0.0408
2023-08-10,0.0432
2023-08-11,0.0337
2023-08-12,0.1632
2023-08-13,0.1433
2023-08-14,0.3137
2023-08-15,0.0782
2023-08-16,0.0331
2023-08-17,0.0136
2023-08-18,0.1121
2023-08-19,0.1435
2023-08-20,0.1014
2023-08-21,0.1574
2023-08-22,0.0785
2023-08-23,0.054
2023-08-24,0.1141
2023-08-25,0.0051
2023-08-26,0.091
2023-08-27,0.0903
2023-08-28,0.0224
2023-08-29,0.0343
2023-08-30,0.0646
2023-08-31,0.0648
2023-09-01,0.1758
2023-09-02,0.0878
2023-09-03,0.0342
2023-09-04,0.0225
2023-09-05,0.0552
2023-09-06,0.0381
2023-09-07,0.0184
2023-09-08,0.3402
2023-09-09,0.2937
2023-09-10,0.2402
2023-09-11,0.0204
2023-09-12,0.0361
2023-09-13,0.0442
2023-09-14,0.0839
2023-09-15,0.0694
2023-09-16,0.0517
2023-09-17,0.027
2023-09-18,0.0055
2023-09-19,0.0106
2023-09-20,0.1188
2023-09-21,0.0956
2023-09-22,0.1054
2023-09-23,0.1704
2023-09-24,0.0335
2023-09-25,0.0727
2023-09-26,0.0304
2023-09-27,0.0965
2023-09-28,0.0702
2023-09-29,0.0005
2023-09-30,0.1169
2023-10-01,0.0705
2023-10-02,0.1509
2023-10-03,0.0204
2023-10-04,0.0525
2023-10-05,0.0301
2023-10-06,0.0275
2023-10-07,0.0286
2023-10-08,0.0575
2023-10-09,0.0421
2023-10-10,0.459
2023-10-11,0.08
2023-10-12,0.2459
2023-10-13,0.0791
2023-10-14,0.1346
2023-10-15,0.0322
2023-10-16,0.0133
2023-10-17,0.0326
2023-10-18,0.0291
2023-10-19,0.0614
2023-10-20,0.0924
2023-10-21,0.0458
2023-10-22,0.0843
2023-10-23,0.1487
2023-10-24,0.0594
2023-10-25,0.0494
2023-10-26,0.04
2023-10-27,0.111
2023-10-28,0.0513
2023-10-29,0.087
2023-10-30,0.1901
2023-10-31,0
2023-11-01,0.0662
2023-11-02,0.1876
2023-11-03,0.0412
2023-11-04,0.0457
2023-11-05,0
2023-11-06,0.0222
2023-11-07,0.0618
2023-11-08,0.2461
2023-11-09,0.1665
2023-11-10,0.12
2023-11-11,0.0532
2023-11-12,0.4429
2023-11-13,0.1565
2023-11-14,0.0716
2023-11-15,0.1882
2023-11-16,0.0187
2023-11-17,0.1154
2023-11-18,0.1258
2023-11-19,0.0069
2023-11-20,0.1064
2023-11-21,0.2481
2023-11-22,0.1786
2023-11-23,0.0599
2023-11-24,0.0255
2023-11-25,0.0457
2023-11-26,0.0359
2023-11-27,0.0113
2023-11-28,0.1562
2023-11-29,0.2098
2023-11-30,0.0435
2023-12-01,0.085
2023-12-02,0.0623
2023-12-03,0.2229
2023-12-04,0.0201
2023-12-05,0.1004
2023-12-06,0.076
2023-12-07,0.0229
2023-12-08,0.1909
2023-12-09,0.0678
2023-12-10,0.0379
2023-12-11,0.0144
2023-12-12,0.0135
2023-12-13,0.0883
2023-12-14,0.0239
2023-12-15,0.1279
2023-12-16,0.2683
2023-12-17,0.214
2023-12-18,0.0896
2023-12-19,0.2897
2023-12-20,0.1203
2023-12-21,0.0415
2023-12-22,0.2111
2023-12-23,0.1885
2023-12-24,0.2119
2023-12-25,0.0381
2023-12-26,0.0693
2023-12-27,0.0954
2023-12-28,0.2174
2023-12-29,0.064
2023-12-30,0.2055
2023-12-31,0
2024-01-01,0.3192
2024-01-02,0.1812
2024-01-03,0.0289
2024-01-04,0.0649
2024-01-05,0.0155
2024-01-06,0.0796
2024-01-07,0.0778
2024-01-08,0.0296
2024-01-09,0.0056
2024-01-10,0.0116
2024-01-11,0.0367
2024-01-12,0.0739
2024-01-13,0.0144
2024-01-14,0.0025
2024-01-15,0.0452
2024-01-16,0.0854
2024-01-17,0.0058
2024-01-18,0.1374
2024-01-19,0.0034
2024-01-20,0.0239
2024-01-21,0.0854
2024-01-22,0
2024-01-23,0
2024-01-24,0
2024-01-25,0.0082
2024-01-26,0.0011
2024-01-27,0.2015
2024-01-28,0.2308
2024-01-29,0.0065
2024-01-30,0.0008
2024-01-31,0.1236
2024-02-01,0.0493
2024-02-02,0.1919
2024-02-03,0.142
2024-02-04,0.0649
2024-02-05,0.0626
2024-02-06,0.0477
2024-02-07,0.0894
2024-02-08,0.019
2024-02-09,0.0453
2024-02-10,0.0513
2024-02-11,0.0985
2024-02-12,0.1012
2024-02-13,0.0098
2024-02-14,0.0505
2024-02-15,0.0604
2024-02-16,0
2024-02-17,0.032
2024-02-18,0.0636
2024-02-19,0.0022
2024-02-20,0.0271
2024-02-21,0.0063
2024-02-22,0.1051
2024-02-23,0.2966
2024-02-24,0.0426
2024-02-25,0.0378
2024-02-26,0.0477
2024-02-27,0.0337
2024-02-28,0.0276
2024-02-29,0.1212
2024-03-01,0.0417
2024-03-02,0.1382
2024-03-03,0.0275
2024-03-04,0.0272
2024-03-05,0.0179
2024-03-06,0
2024-03-07,0.0355
2024-03-08,0.0735
2024-03-09,0.0724
2024-03-10,0.0297
2024-03-11,0.1106
2024-03-12,0.1202
2024-03-13,0.0076
2024-03-14,0
2024-03-15,0
2024-03-16,0.0661
2024-03-17,0.085
2024-03-18,0.0046
2024-03-19,0.0823
2024-03-20,0.0026
2024-03-21,0.0732
2024-03-22,0.0573
2024-03-23,0.0927
2024-03-24,0.0649
2024-03-25,0.0521
2024-03-26,0.0839
2024-03-27,0.0616
2024-03-28,0.0618
2024-03-29,0.1161
2024-03-30,0.2006
2024-03-31,0.0348
2024-04-01,0.0322
2024-04-02,0.0504
2024-04-03,0.0011
2024-04-04,0.0327
2024-04-05,0.0382
2024-04-06,0.0757
2024-04-07,0.0023
2024-04-08,0.1837
2024-04-09,0.0626
2024-04-10,0.0088
2024-04-11,0.0067
2024-04-12,0.0178
2024-04-13,0.1505
2024-04-14,0.0307
2024-04-15,0.0221
2024-04-16,0
2024-04-17,0.1038
2024-04-18,0.0163
2024-04-19,0.053
2024-04-20,0
2024-04-21,0.2098
2024-04-22,0.0035
2024-04-23,0.0863
2024-04-24,0.107
2024-04-25,0.0036
2024-04-26,0.0336
2024-04-27,0.0086
2024-04-28,0.203
2024-04-29,0.1177
2024-04-30,0.0206
2024-05-01,0.0194
2024-05-02,0.1708
2024-05-03,0.0209
2024-05-04,0.0499
2024-05-05,0.1072
2024-05-06,0.0104
2024-05-07,0.0063
2024-05-08,0.0554
2024-05-09,0.2007
2024-05-10,0.0161
2024-05-11,0.0018
2024-05-12,0.0329
2024-05-13,0.0143
2024-05-14,0.1056
2024-05-15,0.0197
2024-05-16,0.0747
2024-05-17,0.0021
